timestamp,symbol,open,high,low,price,volume,latest_trading_day,previous_close,change,change_percent
2025-02-20T02:48:34.286880,NVDA,139.51,141.36,137.22,139.23,165723346,2025-02-19,139.4,-0.17,-0.1220%
2025-02-20T02:48:34.324004,IBM,262.0,264.36,260.09,264.32,3718678,2025-02-19,263.07,1.25,0.4752%
2025-02-20T02:48:34.368806,TSLA,354.0,367.34,353.67,360.56,66553254,2025-02-19,354.11,6.45,1.8215%
2025-02-20T02:48:34.416639,AMZN,225.52,226.83,223.71,226.63,28566709,2025-02-19,226.65,-0.02,-0.0088%
2025-02-20T02:48:34.455718,META,704.095,707.0,695.39,703.77,17535480,2025-02-19,716.37,-12.6,-1.7589%
2025-02-20T02:48:34.502954,ORCL,178.58,181.68,175.7,181.52,8401999,2025-02-19,179.8,1.72,0.9566%
2025-02-20T02:48:34.552397,KO,69.21,70.13,69.17,70.07,16032270,2025-02-19,69.05,1.02,1.4772%
2025-02-20T03:21:26.694424,AAPL,244.66,246.01,243.1604,244.87,32204215,2025-02-19,244.47,0.4,0.1636%
2025-02-20T03:21:26.758546,MSFT,407.88,415.49,407.65,414.77,24114197,2025-02-19,409.64,5.13,1.2523%
2025-02-20T03:21:26.823638,GOOG,186.185,187.36,185.5,187.13,13120465,2025-02-19,185.8,1.33,0.7158%
2025-02-20T03:21:26.925021,NVDA,139.51,141.36,137.22,139.23,165723346,2025-02-19,139.4,-0.17,-0.1220%
2025-02-20T03:21:26.980211,IBM,262.0,264.36,260.09,264.32,3718678,2025-02-19,263.07,1.25,0.4752%
2025-02-20T03:21:27.038806,TSLA,354.0,367.34,353.67,360.56,66553254,2025-02-19,354.11,6.45,1.8215%
2025-02-20T03:21:27.088640,AMZN,225.52,226.83,223.71,226.63,28566709,2025-02-19,226.65,-0.02,-0.0088%
2025-02-20T03:21:27.142618,META,704.095,707.0,695.39,703.77,17535480,2025-02-19,716.37,-12.6,-1.7589%
2025-02-20T03:21:27.203259,ORCL,178.58,181.68,175.7,181.52,8401999,2025-02-19,179.8,1.72,0.9566%
2025-02-20T03:21:27.257324,KO,69.21,70.13,69.17,70.07,16032270,2025-02-19,69.05,1.02,1.4772%
2025-02-20T04:20:31.622844,AAPL,244.66,246.01,243.1604,244.87,32204215,2025-02-19,244.47,0.4,0.1636%
2025-02-20T04:20:31.681358,MSFT,407.88,415.49,407.65,414.77,24114197,2025-02-19,409.64,5.13,1.2523%
2025-02-20T04:20:31.788253,GOOG,186.185,187.36,185.5,187.13,13120465,2025-02-19,185.8,1.33,0.7158%
2025-02-20T04:20:31.865117,NVDA,139.51,141.36,137.22,139.23,165723346,2025-02-19,139.4,-0.17,-0.1220%
2025-02-20T04:20:31.972499,IBM,262.0,264.36,260.09,264.32,3718678,2025-02-19,263.07,1.25,0.4752%
2025-02-20T04:20:32.064129,TSLA,354.0,367.34,353.67,360.56,66553254,2025-02-19,354.11,6.45,1.8215%
2025-02-20T04:20:32.125692,AMZN,225.52,226.83,223.71,226.63,28566709,2025-02-19,226.65,-0.02,-0.0088%
2025-02-20T04:20:32.193102,META,704.095,707.0,695.39,703.77,17535480,2025-02-19,716.37,-12.6,-1.7589%
2025-02-20T04:20:32.252170,ORCL,178.58,181.68,175.7,181.52,8401999,2025-02-19,179.8,1.72,0.9566%
2025-02-20T04:20:32.327838,KO,69.21,70.13,69.17,70.07,16032270,2025-02-19,69.05,1.02,1.4772%
2025-02-20T05:16:42.897369,AAPL,244.66,246.01,243.1604,244.87,32204215,2025-02-19,244.47,0.4,0.1636%
2025-02-20T05:16:42.962170,MSFT,407.88,415.49,407.65,414.77,24114197,2025-02-19,409.64,5.13,1.2523%
2025-02-20T05:16:43.008720,GOOG,186.185,187.36,185.5,187.13,13120465,2025-02-19,185.8,1.33,0.7158%
2025-02-20T05:16:43.074163,NVDA,139.51,141.36,137.22,139.23,165723346,2025-02-19,139.4,-0.17,-0.1220%
2025-02-20T05:16:43.112010,IBM,262.0,264.36,260.09,264.32,3718678,2025-02-19,263.07,1.25,0.4752%
2025-02-20T05:16:43.160067,TSLA,354.0,367.34,353.67,360.56,66553254,2025-02-19,354.11,6.45,1.8215%
2025-02-20T05:16:43.196811,AMZN,225.52,226.83,223.71,226.63,28566709,2025-02-19,226.65,-0.02,-0.0088%
2025-02-20T05:16:43.240630,META,704.095,707.0,695.39,703.77,17535480,2025-02-19,716.37,-12.6,-1.7589%
2025-02-20T05:16:43.290678,ORCL,178.58,181.68,175.7,181.52,8401999,2025-02-19,179.8,1.72,0.9566%
2025-02-20T05:16:43.336053,KO,69.21,70.13,69.17,70.07,16032270,2025-02-19,69.05,1.02,1.4772%
2025-02-20T06:24:20.303588,AAPL,244.66,246.01,243.1604,244.87,32204215,2025-02-19,244.47,0.4,0.1636%
2025-02-20T06:24:20.352786,MSFT,407.88,415.49,407.65,414.77,24114197,2025-02-19,409.64,5.13,1.2523%
2025-02-20T06:24:20.409095,GOOG,186.185,187.36,185.5,187.13,13120465,2025-02-19,185.8,1.33,0.7158%
2025-02-20T06:24:20.458518,NVDA,139.51,141.36,137.22,139.23,165723346,2025-02-19,139.4,-0.17,-0.1220%
2025-02-20T06:24:20.497970,IBM,262.0,264.36,260.09,264.32,3718678,2025-02-19,263.07,1.25,0.4752%
2025-02-20T06:24:20.554573,TSLA,354.0,367.34,353.67,360.56,66553254,2025-02-19,354.11,6.45,1.8215%
2025-02-20T06:24:20.610210,AMZN,225.52,226.83,223.71,226.63,28566709,2025-02-19,226.65,-0.02,-0.0088%
2025-02-20T06:24:20.662416,META,704.095,707.0,695.39,703.77,17535480,2025-02-19,716.37,-12.6,-1.7589%
2025-02-20T06:24:20.713617,ORCL,178.58,181.68,175.7,181.52,8401999,2025-02-19,179.8,1.72,0.9566%
2025-02-20T06:24:20.772497,KO,69.21,70.13,69.17,70.07,16032270,2025-02-19,69.05,1.02,1.4772%
2025-02-20T07:16:23.960605,AAPL,244.66,246.01,243.1604,244.87,32204215,2025-02-19,244.47,0.4,0.1636%
2025-02-20T07:16:24.058120,MSFT,407.88,415.49,407.65,414.77,24114197,2025-02-19,409.64,5.13,1.2523%
2025-02-20T07:16:24.110323,GOOG,186.185,187.36,185.5,187.13,13120465,2025-02-19,185.8,1.33,0.7158%
2025-02-20T07:16:24.160105,NVDA,139.51,141.36,137.22,139.23,165723346,2025-02-19,139.4,-0.17,-0.1220%
2025-02-20T07:16:24.220392,IBM,262.0,264.36,260.09,264.32,3718678,2025-02-19,263.07,1.25,0.4752%
2025-02-20T07:16:24.275535,TSLA,354.0,367.34,353.67,360.56,66553254,2025-02-19,354.11,6.45,1.8215%
2025-02-20T07:16:24.341734,AMZN,225.52,226.83,223.71,226.63,28566709,2025-02-19,226.65,-0.02,-0.0088%
2025-02-20T07:16:24.395985,META,704.095,707.0,695.39,703.77,17535480,2025-02-19,716.37,-12.6,-1.7589%
2025-02-20T07:16:24.451881,ORCL,178.58,181.68,175.7,181.52,8401999,2025-02-19,179.8,1.72,0.9566%
2025-02-20T07:16:24.500182,KO,69.21,70.13,69.17,70.07,16032270,2025-02-19,69.05,1.02,1.4772%
2025-02-20T08:22:41.309191,AAPL,244.66,246.01,243.1604,244.87,32204215,2025-02-19,244.47,0.4,0.1636%
2025-02-20T08:22:41.375648,MSFT,407.88,415.49,407.65,414.77,24114197,2025-02-19,409.64,5.13,1.2523%
2025-02-20T08:22:41.439096,GOOG,186.185,187.36,185.5,187.13,13120465,2025-02-19,185.8,1.33,0.7158%
2025-02-20T08:22:41.494202,NVDA,139.51,141.36,137.22,139.23,165723346,2025-02-19,139.4,-0.17,-0.1220%
2025-02-20T08:22:41.548324,IBM,262.0,264.36,260.09,264.32,3718678,2025-02-19,263.07,1.25,0.4752%
2025-02-20T08:22:41.614338,TSLA,354.0,367.34,353.67,360.56,66553254,2025-02-19,354.11,6.45,1.8215%
2025-02-20T08:22:41.661479,AMZN,225.52,226.83,223.71,226.63,28566709,2025-02-19,226.65,-0.02,-0.0088%
2025-02-20T08:22:41.732467,META,704.095,707.0,695.39,703.77,17535480,2025-02-19,716.37,-12.6,-1.7589%
2025-02-20T08:22:41.798608,ORCL,178.58,181.68,175.7,181.52,8401999,2025-02-19,179.8,1.72,0.9566%
2025-02-20T08:22:41.862227,KO,69.21,70.13,69.17,70.07,16032270,2025-02-19,69.05,1.02,1.4772%
2025-02-20T09:18:28.736874,AAPL,244.66,246.01,243.1604,244.87,32204215,2025-02-19,244.47,0.4,0.1636%
2025-02-20T09:18:28.787597,MSFT,407.88,415.49,407.65,414.77,24114197,2025-02-19,409.64,5.13,1.2523%
2025-02-20T09:18:28.848993,GOOG,186.185,187.36,185.5,187.13,13120465,2025-02-19,185.8,1.33,0.7158%
2025-02-20T09:18:28.902274,NVDA,139.51,141.36,137.22,139.23,165723346,2025-02-19,139.4,-0.17,-0.1220%
2025-02-20T09:18:29.029515,IBM,262.0,264.36,260.09,264.32,3718678,2025-02-19,263.07,1.25,0.4752%
2025-02-20T09:18:29.106345,TSLA,354.0,367.34,353.67,360.56,66553254,2025-02-19,354.11,6.45,1.8215%
2025-02-20T09:18:29.165813,AMZN,225.52,226.83,223.71,226.63,28566709,2025-02-19,226.65,-0.02,-0.0088%
2025-02-20T09:18:29.220366,META,704.095,707.0,695.39,703.77,17535480,2025-02-19,716.37,-12.6,-1.7589%
2025-02-20T09:18:29.278481,ORCL,178.58,181.68,175.7,181.52,8401999,2025-02-19,179.8,1.72,0.9566%
2025-02-20T09:18:29.344625,KO,69.21,70.13,69.17,70.07,16032270,2025-02-19,69.05,1.02,1.4772%
2025-02-20T10:18:43.073637,AAPL,244.66,246.01,243.1604,244.87,32204215,2025-02-19,244.47,0.4,0.1636%
2025-02-20T10:18:43.121957,MSFT,407.88,415.49,407.65,414.77,24114197,2025-02-19,409.64,5.13,1.2523%
2025-02-20T10:18:43.171750,GOOG,186.185,187.36,185.5,187.13,13120465,2025-02-19,185.8,1.33,0.7158%
2025-02-20T10:18:43.228402,NVDA,139.51,141.36,137.22,139.23,165723346,2025-02-19,139.4,-0.17,-0.1220%
2025-02-20T10:18:43.283636,IBM,262.0,264.36,260.09,264.32,3718678,2025-02-19,263.07,1.25,0.4752%
2025-02-20T10:18:43.328239,TSLA,354.0,367.34,353.67,360.56,66553254,2025-02-19,354.11,6.45,1.8215%
2025-02-20T10:18:43.385846,AMZN,225.52,226.83,223.71,226.63,28566709,2025-02-19,226.65,-0.02,-0.0088%
2025-02-20T10:18:43.443413,META,704.095,707.0,695.39,703.77,17535480,2025-02-19,716.37,-12.6,-1.7589%
2025-02-20T10:18:43.489476,ORCL,178.58,181.68,175.7,181.52,8401999,2025-02-19,179.8,1.72,0.9566%
2025-02-20T10:18:43.543207,KO,69.21,70.13,69.17,70.07,16032270,2025-02-19,69.05,1.02,1.4772%
2025-02-20T11:14:25.501937,AAPL,244.66,246.01,243.1604,244.87,32204215,2025-02-19,244.47,0.4,0.1636%
2025-02-20T11:14:25.569266,MSFT,407.88,415.49,407.65,414.77,24114197,2025-02-19,409.64,5.13,1.2523%
2025-02-20T11:14:25.670575,GOOG,186.185,187.36,185.5,187.13,13120465,2025-02-19,185.8,1.33,0.7158%
2025-02-20T11:14:25.728871,NVDA,139.51,141.36,137.22,139.23,167536006,2025-02-19,139.4,-0.17,-0.1220%
2025-02-20T11:14:25.831677,IBM,262.0,264.36,260.09,264.32,3718678,2025-02-19,263.07,1.25,0.4752%
2025-02-20T11:14:26.012688,TSLA,354.0,367.34,353.67,360.56,67094374,2025-02-19,354.11,6.45,1.8215%
2025-02-20T11:14:26.066440,AMZN,225.52,226.83,223.71,226.63,28566709,2025-02-19,226.65,-0.02,-0.0088%
2025-02-20T11:14:26.128536,META,704.095,707.0,695.39,703.77,17535480,2025-02-19,716.37,-12.6,-1.7589%
2025-02-20T11:14:26.250729,ORCL,178.58,181.68,175.7,181.52,8688500,2025-02-19,179.8,1.72,0.9566%
2025-02-20T11:14:26.364026,KO,69.21,70.13,69.17,70.07,16032270,2025-02-19,69.05,1.02,1.4772%
2025-02-20T12:35:04.706839,AAPL,244.66,246.01,243.1604,244.87,32204215,2025-02-19,244.47,0.4,0.1636%
2025-02-20T12:35:05.086668,MSFT,407.88,415.49,407.65,414.77,24114197,2025-02-19,409.64,5.13,1.2523%
2025-02-20T12:35:05.420578,GOOG,186.185,187.36,185.5,187.13,13120465,2025-02-19,185.8,1.33,0.7158%
2025-02-20T12:35:06.082434,NVDA,139.51,141.36,137.22,139.23,167536006,2025-02-19,139.4,-0.17,-0.1220%
2025-02-20T12:35:07.265987,IBM,262.0,264.36,260.09,264.32,3718678,2025-02-19,263.07,1.25,0.4752%
2025-02-20T12:35:07.408826,TSLA,354.0,367.34,353.67,360.56,67094374,2025-02-19,354.11,6.45,1.8215%
2025-02-20T12:35:07.518371,AMZN,225.52,226.83,223.71,226.63,28566709,2025-02-19,226.65,-0.02,-0.0088%
2025-02-20T12:35:07.628596,META,704.095,707.0,695.39,703.77,17535480,2025-02-19,716.37,-12.6,-1.7589%
2025-02-20T12:35:07.851466,ORCL,178.58,181.68,175.7,181.52,8688500,2025-02-19,179.8,1.72,0.9566%
2025-02-20T12:35:08.076865,KO,69.21,70.13,69.17,70.07,16032270,2025-02-19,69.05,1.02,1.4772%
2025-02-20T13:23:52.553860,AAPL,244.66,246.01,243.1604,244.87,32204215,2025-02-19,244.47,0.4,0.1636%
2025-02-20T13:23:52.663451,MSFT,407.88,415.49,407.65,414.77,24114197,2025-02-19,409.64,5.13,1.2523%
2025-02-20T13:23:52.768074,GOOG,186.185,187.36,185.5,187.13,13120465,2025-02-19,185.8,1.33,0.7158%
2025-02-20T13:23:52.867940,NVDA,139.51,141.36,137.22,139.23,167536006,2025-02-19,139.4,-0.17,-0.1220%
2025-02-20T13:23:53.109568,IBM,262.0,264.36,260.09,264.32,3718678,2025-02-19,263.07,1.25,0.4752%
2025-02-20T13:23:53.216230,TSLA,354.0,367.34,353.67,360.56,67094374,2025-02-19,354.11,6.45,1.8215%
2025-02-20T13:23:53.435611,AMZN,225.52,226.83,223.71,226.63,28566709,2025-02-19,226.65,-0.02,-0.0088%
2025-02-20T13:23:53.537879,META,704.095,707.0,695.39,703.77,17535480,2025-02-19,716.37,-12.6,-1.7589%
2025-02-20T13:23:53.767139,ORCL,178.58,181.68,175.7,181.52,8688500,2025-02-19,179.8,1.72,0.9566%
2025-02-20T13:23:53.864161,KO,69.21,70.13,69.17,70.07,16032270,2025-02-19,69.05,1.02,1.4772%
2025-02-20T14:16:59.749212,AAPL,244.66,246.01,243.1604,244.87,32204215,2025-02-19,244.47,0.4,0.1636%
2025-02-20T14:16:59.816731,MSFT,407.88,415.49,407.65,414.77,24114197,2025-02-19,409.64,5.13,1.2523%
2025-02-20T14:16:59.866820,GOOG,186.185,187.36,185.5,187.13,13120465,2025-02-19,185.8,1.33,0.7158%
2025-02-20T14:16:59.916817,NVDA,139.51,141.36,137.22,139.23,167536006,2025-02-19,139.4,-0.17,-0.1220%
2025-02-20T14:16:59.974000,IBM,262.0,264.36,260.09,264.32,3718678,2025-02-19,263.07,1.25,0.4752%
2025-02-20T14:17:00.015360,TSLA,354.0,367.34,353.67,360.56,67094374,2025-02-19,354.11,6.45,1.8215%
2025-02-20T14:17:00.116556,AMZN,225.52,226.83,223.71,226.63,28566709,2025-02-19,226.65,-0.02,-0.0088%
2025-02-20T14:17:00.309647,META,704.095,707.0,695.39,703.77,17535480,2025-02-19,716.37,-12.6,-1.7589%
2025-02-20T14:17:02.088456,ORCL,178.58,181.68,175.7,181.52,8688500,2025-02-19,179.8,1.72,0.9566%
2025-02-20T14:17:03.269384,KO,69.21,70.13,69.17,70.07,16032270,2025-02-19,69.05,1.02,1.4772%
2025-02-20T15:19:31.867994,AAPL,244.66,246.01,243.1604,244.87,32204215,2025-02-19,244.47,0.4,0.1636%
2025-02-20T15:19:31.987403,MSFT,407.88,415.49,407.65,414.77,24114197,2025-02-19,409.64,5.13,1.2523%
2025-02-20T15:19:32.056425,GOOG,186.185,187.36,185.5,187.13,13120465,2025-02-19,185.8,1.33,0.7158%
2025-02-20T15:19:32.147044,NVDA,139.51,141.36,137.22,139.23,167536006,2025-02-19,139.4,-0.17,-0.1220%
2025-02-20T15:19:32.210752,IBM,262.0,264.36,260.09,264.32,3718678,2025-02-19,263.07,1.25,0.4752%
2025-02-20T15:19:32.275606,TSLA,354.0,367.34,353.67,360.56,67094374,2025-02-19,354.11,6.45,1.8215%
2025-02-20T15:19:32.377381,AMZN,225.52,226.83,223.71,226.63,28566709,2025-02-19,226.65,-0.02,-0.0088%
2025-02-20T15:19:32.440079,META,704.095,707.0,695.39,703.77,17535480,2025-02-19,716.37,-12.6,-1.7589%
2025-02-20T15:19:32.561665,ORCL,178.58,181.68,175.7,181.52,8688500,2025-02-19,179.8,1.72,0.9566%
2025-02-20T15:19:32.632831,KO,69.21,70.13,69.17,70.07,16032270,2025-02-19,69.05,1.02,1.4772%
2025-02-20T16:22:53.144301,AAPL,244.66,246.01,243.1604,244.87,32204215,2025-02-19,244.47,0.4,0.1636%
2025-02-20T16:22:53.209316,MSFT,407.88,415.49,407.65,414.77,24114197,2025-02-19,409.64,5.13,1.2523%
2025-02-20T16:22:53.289560,GOOG,186.185,187.36,185.5,187.13,13120465,2025-02-19,185.8,1.33,0.7158%
2025-02-20T16:22:53.362682,NVDA,139.51,141.36,137.22,139.23,167536006,2025-02-19,139.4,-0.17,-0.1220%
2025-02-20T16:22:53.429912,IBM,262.0,264.36,260.09,264.32,3718678,2025-02-19,263.07,1.25,0.4752%
2025-02-20T16:22:53.493199,TSLA,354.0,367.34,353.67,360.56,67094374,2025-02-19,354.11,6.45,1.8215%
2025-02-20T16:22:53.567794,AMZN,225.52,226.83,223.71,226.63,28566709,2025-02-19,226.65,-0.02,-0.0088%
2025-02-20T16:22:53.635726,META,704.095,707.0,695.39,703.77,17535480,2025-02-19,716.37,-12.6,-1.7589%
2025-02-20T16:22:53.705421,ORCL,178.58,181.68,175.7,181.52,8688500,2025-02-19,179.8,1.72,0.9566%
2025-02-20T16:22:53.810122,KO,69.21,70.13,69.17,70.07,16032270,2025-02-19,69.05,1.02,1.4772%
2025-02-20T17:14:46.953286,AAPL,244.66,246.01,243.1604,244.87,32204215,2025-02-19,244.47,0.4,0.1636%
2025-02-20T17:14:47.019570,MSFT,407.88,415.49,407.65,414.77,24114197,2025-02-19,409.64,5.13,1.2523%
2025-02-20T17:14:47.083506,GOOG,186.185,187.36,185.5,187.13,13120465,2025-02-19,185.8,1.33,0.7158%
2025-02-20T17:14:47.173040,NVDA,139.51,141.36,137.22,139.23,167536006,2025-02-19,139.4,-0.17,-0.1220%
2025-02-20T17:14:47.234983,IBM,262.0,264.36,260.09,264.32,3718678,2025-02-19,263.07,1.25,0.4752%
2025-02-20T17:14:47.444996,TSLA,354.0,367.34,353.67,360.56,67094374,2025-02-19,354.11,6.45,1.8215%
2025-02-20T17:14:47.505751,AMZN,225.52,226.83,223.71,226.63,28566709,2025-02-19,226.65,-0.02,-0.0088%
2025-02-20T17:14:47.587933,META,704.095,707.0,695.39,703.77,17535480,2025-02-19,716.37,-12.6,-1.7589%
2025-02-20T17:14:47.660419,ORCL,178.58,181.68,175.7,181.52,8688500,2025-02-19,179.8,1.72,0.9566%
2025-02-20T17:14:47.740293,KO,69.21,70.13,69.17,70.07,16032270,2025-02-19,69.05,1.02,1.4772%
2025-02-20T18:24:02.460492,AAPL,244.66,246.01,243.1604,244.87,32204215,2025-02-19,244.47,0.4,0.1636%
2025-02-20T18:24:02.522816,MSFT,407.88,415.49,407.65,414.77,24114197,2025-02-19,409.64,5.13,1.2523%
2025-02-20T18:24:02.586426,GOOG,186.185,187.36,185.5,187.13,13120465,2025-02-19,185.8,1.33,0.7158%
2025-02-20T18:24:02.663020,NVDA,139.51,141.36,137.22,139.23,167536006,2025-02-19,139.4,-0.17,-0.1220%
2025-02-20T18:24:02.923749,IBM,262.0,264.36,260.09,264.32,3718678,2025-02-19,263.07,1.25,0.4752%
2025-02-20T18:24:03.072628,TSLA,354.0,367.34,353.67,360.56,67094374,2025-02-19,354.11,6.45,1.8215%
2025-02-20T18:24:03.138868,AMZN,225.52,226.83,223.71,226.63,28566709,2025-02-19,226.65,-0.02,-0.0088%
2025-02-20T18:24:03.229538,META,704.095,707.0,695.39,703.77,17535480,2025-02-19,716.37,-12.6,-1.7589%
2025-02-20T18:24:03.303854,ORCL,178.58,181.68,175.7,181.52,8688500,2025-02-19,179.8,1.72,0.9566%
2025-02-20T18:24:03.487635,KO,69.21,70.13,69.17,70.07,16032270,2025-02-19,69.05,1.02,1.4772%
2025-02-20T19:13:50.781883,AAPL,244.66,246.01,243.1604,244.87,32204215,2025-02-19,244.47,0.4,0.1636%
2025-02-20T19:13:50.832861,MSFT,407.88,415.49,407.65,414.77,24114197,2025-02-19,409.64,5.13,1.2523%
2025-02-20T19:13:50.957018,GOOG,186.185,187.36,185.5,187.13,13120465,2025-02-19,185.8,1.33,0.7158%
2025-02-20T19:13:51.033081,NVDA,139.51,141.36,137.22,139.23,167536006,2025-02-19,139.4,-0.17,-0.1220%
2025-02-20T19:13:51.098051,IBM,262.0,264.36,260.09,264.32,3718678,2025-02-19,263.07,1.25,0.4752%
2025-02-20T19:13:51.166896,TSLA,354.0,367.34,353.67,360.56,67094374,2025-02-19,354.11,6.45,1.8215%
2025-02-20T19:13:51.226305,AMZN,225.52,226.83,223.71,226.63,28566709,2025-02-19,226.65,-0.02,-0.0088%
2025-02-20T19:13:51.278277,META,704.095,707.0,695.39,703.77,17535480,2025-02-19,716.37,-12.6,-1.7589%
2025-02-20T19:13:51.338450,ORCL,178.58,181.68,175.7,181.52,8688500,2025-02-19,179.8,1.72,0.9566%
2025-02-20T19:13:51.401256,KO,69.21,70.13,69.17,70.07,16032270,2025-02-19,69.05,1.02,1.4772%
2025-02-20T20:19:15.925669,AAPL,244.66,246.01,243.1604,244.87,32204215,2025-02-19,244.47,0.4,0.1636%
2025-02-20T20:19:16.037886,MSFT,407.88,415.49,407.65,414.77,24114197,2025-02-19,409.64,5.13,1.2523%
2025-02-20T20:19:16.272773,GOOG,186.185,187.36,185.5,187.13,13120465,2025-02-19,185.8,1.33,0.7158%
2025-02-20T20:19:16.524696,NVDA,139.51,141.36,137.22,139.23,167536006,2025-02-19,139.4,-0.17,-0.1220%
2025-02-20T20:19:16.758419,IBM,262.0,264.36,260.09,264.32,3718678,2025-02-19,263.07,1.25,0.4752%
2025-02-20T20:19:16.880309,TSLA,354.0,367.34,353.67,360.56,67094374,2025-02-19,354.11,6.45,1.8215%
2025-02-20T20:19:17.120463,AMZN,225.52,226.83,223.71,226.63,28566709,2025-02-19,226.65,-0.02,-0.0088%
2025-02-20T20:19:17.395599,META,704.095,707.0,695.39,703.77,17535480,2025-02-19,716.37,-12.6,-1.7589%
2025-02-20T20:19:17.508667,ORCL,178.58,181.68,175.7,181.52,8688500,2025-02-19,179.8,1.72,0.9566%
2025-02-20T20:19:17.738290,KO,69.21,70.13,69.17,70.07,16032270,2025-02-19,69.05,1.02,1.4772%
2025-02-20T21:15:21.628961,AAPL,244.66,246.01,243.1604,244.87,32204215,2025-02-19,244.47,0.4,0.1636%
2025-02-20T21:15:21.728037,MSFT,407.88,415.49,407.65,414.77,24114197,2025-02-19,409.64,5.13,1.2523%
2025-02-20T21:15:21.824256,GOOG,186.185,187.36,185.5,187.13,13120465,2025-02-19,185.8,1.33,0.7158%
2025-02-20T21:15:21.946453,NVDA,139.51,141.36,137.22,139.23,167536006,2025-02-19,139.4,-0.17,-0.1220%
2025-02-20T21:15:22.189493,IBM,262.0,264.36,260.09,264.32,3718678,2025-02-19,263.07,1.25,0.4752%
2025-02-20T21:15:22.407405,TSLA,354.0,367.34,353.67,360.56,67094374,2025-02-19,354.11,6.45,1.8215%
2025-02-20T21:15:22.523728,AMZN,225.52,226.83,223.71,226.63,28566709,2025-02-19,226.65,-0.02,-0.0088%
2025-02-20T21:15:22.625981,META,704.095,707.0,695.39,703.77,17535480,2025-02-19,716.37,-12.6,-1.7589%
2025-02-20T21:15:22.724719,ORCL,178.58,181.68,175.7,181.52,8688500,2025-02-19,179.8,1.72,0.9566%
2025-02-20T21:15:22.989314,KO,69.21,70.13,69.17,70.07,16032270,2025-02-19,69.05,1.02,1.4772%
2025-02-20T22:16:15.443833,AAPL,244.95,246.78,244.29,245.83,32265186,2025-02-20,244.87,0.96,0.3920%
2025-02-20T22:16:15.547349,MSFT,415.5,419.31,412.54,416.13,23445993,2025-02-20,414.77,1.36,0.3279%
2025-02-20T22:16:15.654348,GOOG,186.58,187.12,184.6,186.64,12037397,2025-02-20,187.13,-0.49,-0.2619%
2025-02-20T22:16:15.878874,NVDA,140.0,140.53,136.7901,140.11,143258194,2025-02-20,139.23,0.88,0.6320%
2025-02-20T22:16:16.271417,IBM,263.83,265.09,262.15,264.8,4881628,2025-02-20,264.32,0.48,0.1816%
2025-02-20T22:16:16.383395,TSLA,354.0,367.34,353.67,360.56,67094374,2025-02-19,354.11,6.45,1.8215%
2025-02-20T22:16:16.629008,AMZN,225.52,226.83,223.71,226.63,28566709,2025-02-19,226.65,-0.02,-0.0088%
2025-02-20T22:16:16.760111,META,697.55,705.63,693.64,694.84,12553263,2025-02-20,703.77,-8.93,-1.2689%
2025-02-20T22:16:17.006157,ORCL,179.73,180.22,174.82,175.98,8725554,2025-02-20,181.52,-5.54,-3.0520%
2025-02-20T22:16:17.325208,KO,69.77,70.07,69.42,70.05,13383300,2025-02-20,70.07,-0.02,-0.0285%
2025-02-20T23:16:27.765519,AAPL,244.95,246.78,244.29,245.83,32278822,2025-02-20,244.87,0.96,0.3920%
2025-02-20T23:16:27.810194,MSFT,415.5,419.31,412.54,416.13,23462413,2025-02-20,413.9444,2.1856,0.5280%
2025-02-20T23:16:27.946491,GOOG,186.58,187.12,184.6,186.64,12042196,2025-02-20,187.13,-0.49,-0.2619%
2025-02-20T23:16:27.988591,NVDA,140.0,140.53,136.7901,140.11,143454929,2025-02-20,139.23,0.88,0.6320%
2025-02-20T23:16:28.142945,IBM,263.83,265.09,262.15,264.8,4882017,2025-02-20,264.32,0.48,0.1816%
2025-02-20T23:16:28.185762,TSLA,361.5,362.3,348.0,354.4,45819692,2025-02-20,360.56,-6.16,-1.7085%
2025-02-20T23:16:28.227132,AMZN,224.78,225.13,221.81,222.88,29899618,2025-02-20,226.63,-3.75,-1.6547%
2025-02-20T23:16:28.378440,META,697.55,705.63,693.64,694.84,12568416,2025-02-20,703.77,-8.93,-1.2689%
2025-02-20T23:16:28.532164,ORCL,179.73,180.22,174.82,175.98,8730693,2025-02-20,181.52,-5.54,-3.0520%
2025-02-20T23:16:28.698662,KO,69.77,70.07,69.42,70.05,13385131,2025-02-20,70.07,-0.02,-0.0285%
2025-02-21T01:19:46.160510,AAPL,244.94,246.78,244.29,245.83,31037471,2025-02-20,244.87,0.96,0.3920%
2025-02-21T01:19:46.307300,MSFT,415.29,419.31,412.54,416.13,22643978,2025-02-20,413.9444,2.1856,0.5280%
2025-02-21T01:19:46.482195,GOOG,186.5,187.12,184.6,186.64,12030275,2025-02-20,187.13,-0.49,-0.2619%
2025-02-21T01:19:46.623345,NVDA,140.03,140.66,136.7901,140.11,142342841,2025-02-20,139.23,0.88,0.6320%
2025-02-21T01:19:46.790143,IBM,263.65,265.09,262.15,264.74,4879929,2025-02-20,264.32,0.42,0.1589%
2025-02-21T01:19:46.924827,TSLA,361.51,362.3,348.0,354.4,45548119,2025-02-20,360.56,-6.16,-1.7085%
2025-02-21T01:19:47.137054,AMZN,224.775,225.13,221.81,222.88,29804694,2025-02-20,226.63,-3.75,-1.6547%
